Method,Parameter,Outcome,delta_raw_4000,delta_4000,delta_conf_4000,S1_4000,S1_conf_4000,delta_4000_norm
Delta_4000,CO2 Cap,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Buildings demand,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Steel Production,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Chemical Production,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Passenger Cars,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Bunker aviation,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Bunker navigation,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Agriculture neGHG CH4,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Agriculture neGHG N2O,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Wind offshore Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Wind offshore Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Solar PV Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Solar PV Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Nuclear Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Nuclear Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Hydrogen Import Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Hydrogen Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Biomass Import Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Biomass Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Ammonia Import Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Ammonia Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,CCS potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Flexibility Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,LNG Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Electricity Trade Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Weather Conditions,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Electricity Trade Ratio,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Electricity Trade Price,BioFuel Production 2050,0.07921974771901868,0.07921974771901868,0.008343320983127225,0.0,0.0,0.2127889218786684
Delta_4000,Weather Conditions,BioFuel Production 2050,0.06640284537812353,0.06640284537812353,0.007704055843917057,0.0,0.0,0.12580995824782554
Delta_4000,Electricity Trade Ratio,BioFuel Production 2050,0.07487369440571669,0.07487369440571669,0.008510015421641006,0.0,0.0,0.1832954293778121
Delta_4000,Electricity Trade Volume,BioFuel Production 2050,0.07695559104021286,0.07695559104021286,0.007681457153894885,0.0,0.0,0.19742374266590182
Delta_4000,WACC,BioFuel Production 2050,0.06074190639068644,0.06074190639068644,0.008778763066581222,0.0,0.0,0.08739329615517182
Delta_4000,Bunker Emission Reduction,BioFuel Production 2050,0.12565639524129868,0.12565639524129868,0.00810034482514117,0.0,0.0,0.5279205635618001
Delta_4000,End-of-Life Emission Reduction,BioFuel Production 2050,0.06426278539767684,0.06426278539767684,0.00796752078820598,0.0,0.0,0.11128693277284987
Delta_4000,CO2 Cap,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Buildings demand,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Steel Production,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Chemical Production,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Passenger Cars,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Bunker aviation,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Bunker navigation,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Agriculture neGHG CH4,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Agriculture neGHG N2O,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Wind offshore Costs,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Wind offshore Potential,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Solar PV Costs,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Solar PV Potential,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Nuclear Costs,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Nuclear Potential,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Hydrogen Import Potential,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Hydrogen Import Price,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Biomass Import Potential,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Biomass Import Price,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Ammonia Import Potential,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Ammonia Import Price,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,CCS potential,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Flexibility Costs,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,LNG Import Price,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Electricity Trade Price,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Weather Conditions,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Electricity Trade Ratio,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Electricity Trade Volume,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,WACC,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,Bunker Emission Reduction,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,End-of-Life Emission Reduction,Electricity capacity_Carrier_sum 2050 Coal,,,,,,
Delta_4000,CO2 Cap,Biomass Imports 2050,0.07173473906506266,0.07173473906506266,0.007932314801395623,0.0,0.0,0.07357210402170657
Delta_4000,Buildings demand,Biomass Imports 2050,0.060781366730138814,0.060781366730138814,0.007380438271204656,0.0,0.0,0.03295319964348837
Delta_4000,Steel Production,Biomass Imports 2050,0.05824963818528722,0.05824963818528722,0.006775536627409659,0.0,0.0,0.023564671934350898
Delta_4000,Chemical Production,Biomass Imports 2050,0.0810310762668412,0.0810310762668412,0.0075445172452109285,0.0,0.0,0.10804614729537024
Delta_4000,Passenger Cars,Biomass Imports 2050,0.07284559973275587,0.07284559973275587,0.008300607877790156,0.0,0.0,0.07769156073867463
Delta_4000,Bunker aviation,Biomass Imports 2050,0.061488700817457304,0.061488700817457304,0.007990645060147808,0.0,0.0,0.035576239815749956
Delta_4000,Bunker navigation,Biomass Imports 2050,0.06625747624745876,0.06625747624745876,0.007647739067449083,0.0,0.0,0.053260513413829216
Delta_4000,Agriculture neGHG CH4,Biomass Imports 2050,0.05954792329614731,0.05954792329614731,0.008926926435496025,0.0,0.0,0.028379163504727793
Delta_4000,Agriculture neGHG N2O,Biomass Imports 2050,0.05851216465450751,0.05851216465450751,0.007215724627804134,0.0,0.0,0.02453821115350173
Delta_4000,Wind offshore Costs,Biomass Imports 2050,0.06589897096444669,0.06589897096444669,0.006636548663164974,0.0,0.0,0.05193105145777726
Delta_4000,Wind offshore Potential,Biomass Imports 2050,0.06798800285501612,0.06798800285501612,0.007548138765359194,0.0,0.0,0.05967790639993403
Delta_4000,Solar PV Costs,Biomass Imports 2050,0.0751514079830454,0.0751514079830454,0.007779663324130805,0.0,0.0,0.08624229762309446
Delta_4000,Solar PV Potential,Biomass Imports 2050,0.052866590433721675,0.052866590433721675,0.006984514783580894,0.0,0.0,0.0036024634748551467
Delta_4000,Nuclear Costs,Biomass Imports 2050,0.06253282569053378,0.06253282569053378,0.007963605082208423,0.0,0.0,0.03944821705541599
Delta_4000,Nuclear Potential,Biomass Imports 2050,0.051895143163858536,0.051895143163858536,0.0071690677926259105,0.0,0.0,0.0
Delta_4000,Hydrogen Import Potential,Biomass Imports 2050,0.05214190097523907,0.05214190097523907,0.007593334903398829,0.0,0.0,0.0009150635656825719
Delta_4000,Hydrogen Import Price,Biomass Imports 2050,0.05853445211399743,0.05853445211399743,0.0077849632490628986,0.0,0.0,0.024620860784882202
Delta_4000,Biomass Import Potential,Biomass Imports 2050,0.32155707773828207,0.32155707773828207,0.013095187348512208,0.0,0.0,1.0
Delta_4000,Biomass Import Price,Biomass Imports 2050,0.23715325599117726,0.23715325599117726,0.0117316586855679,0.0,0.0,0.6870013490027441
Delta_4000,Ammonia Import Potential,Biomass Imports 2050,0.06385612953235736,0.06385612953235736,0.007906410610841389,0.0,0.0,0.04435548675928428
Delta_4000,Ammonia Import Price,Biomass Imports 2050,0.07876241260690672,0.07876241260690672,0.008780440841132463,0.0,0.0,0.0996331554375656
Delta_4000,CCS potential,Biomass Imports 2050,0.10005348799305326,0.10005348799305326,0.009445491731573191,0.0,0.0,0.17858784891237062
Delta_4000,Flexibility Costs,Biomass Imports 2050,0.07464741232300282,0.07464741232300282,0.006994813200293955,0.0,0.0,0.08437330687793058
Delta_4000,LNG Import Price,Biomass Imports 2050,0.061873974429117136,0.061873974429117136,0.007107242225629439,0.0,0.0,0.037004968020447684
Delta_4000,Electricity Trade Price,Biomass Imports 2050,0.05264581958738692,0.05264581958738692,0.007020370027574093,0.0,0.0,0.0027837685905246178
Delta_4000,Weather Conditions,Biomass Imports 2050,0.07837377631397537,0.07837377631397537,0.00725951839439276,0.0,0.0,0.09819195724418804
Delta_4000,Electricity Trade Ratio,Biomass Imports 2050,0.0826290093443686,0.0826290093443686,0.007267227612224099,0.0,0.0,0.1139718374749992
Delta_4000,Electricity Trade Volume,Biomass Imports 2050,0.0657184400742,0.0657184400742,0.00842805100131714,0.0,0.0,0.05126158028999229
Delta_4000,WACC,Biomass Imports 2050,0.05977343241760658,0.05977343241760658,0.009310562722453335,0.0,0.0,0.029215429556943014
Delta_4000,Bunker Emission Reduction,Biomass Imports 2050,0.08531515017626946,0.08531515017626946,0.007997144776480733,0.0,0.0,0.12393297951063759
Delta_4000,End-of-Life Emission Reduction,Biomass Imports 2050,0.05797084499877359,0.05797084499877359,0.007772098387285871,0.0,0.0,0.02253081008449946
Delta_4000,CO2 Cap,BioEnergy Imports 2050,0.06190496679917773,0.06190496679917773,0.00785440804021897,0.0,0.0,0.0806655947002838
Delta_4000,Buildings demand,BioEnergy Imports 2050,0.0591084253011691,0.0591084253011691,0.008819906991034791,0.0,0.0,0.07032215155296885
Delta_4000,Steel Production,BioEnergy Imports 2050,0.07615482746138802,0.07615482746138802,0.005804335299911969,0.0,0.0,0.13337091794390013
Delta_4000,Chemical Production,BioEnergy Imports 2050,0.10598413401500784,0.10598413401500784,0.010073643796468551,0.0,0.0,0.2436992419401292
Delta_4000,Passenger Cars,BioEnergy Imports 2050,0.05954059478766393,0.05954059478766393,0.0068457060055146495,0.0,0.0,0.07192059753231392
Delta_4000,Bunker aviation,BioEnergy Imports 2050,0.0657297478413053,0.0657297478413053,0.007580015310126616,0.0,0.0,0.09481214152905265
Delta_4000,Bunker navigation,BioEnergy Imports 2050,0.06970227068061752,0.06970227068061752,0.009013978897495906,0.0,0.0,0.10950513434503457
Delta_4000,Agriculture neGHG CH4,BioEnergy Imports 2050,0.06503065211640384,0.06503065211640384,0.007793854569200881,0.0,0.0,0.09222642739243131
Delta_4000,Agriculture neGHG N2O,BioEnergy Imports 2050,0.059733697096560616,0.059733697096560616,0.007422180444134026,0.0,0.0,0.07263481641843107
Delta_4000,Wind offshore Costs,BioEnergy Imports 2050,0.06267759145286184,0.06267759145286184,0.008423927535400602,0.0,0.0,0.08352326700204872
Delta_4000,Wind offshore Potential,BioEnergy Imports 2050,0.05777149510841143,0.05777149510841143,0.007828048527899265,0.0,0.0,0.06537730755527928
Delta_4000,Solar PV Costs,BioEnergy Imports 2050,0.07303348338621278,0.07303348338621278,0.00943928404901748,0.0,0.0,0.12182614200984968
Delta_4000,Solar PV Potential,BioEnergy Imports 2050,0.06752946563768067,0.06752946563768067,0.0077516736142346524,0.0,0.0,0.10146867736850837
Delta_4000,Nuclear Costs,BioEnergy Imports 2050,0.06170200433065446,0.06170200433065446,0.008478411530729106,0.0,0.0,0.07991490648210285
Delta_4000,Nuclear Potential,BioEnergy Imports 2050,0.05573331857171726,0.05573331857171726,0.007977056020266632,0.0,0.0,0.05783879502238841
Delta_4000,Hydrogen Import Potential,BioEnergy Imports 2050,0.0788507733517875,0.0788507733517875,0.007524630854905249,0.0,0.0,0.14334229260987277
Delta_4000,Hydrogen Import Price,BioEnergy Imports 2050,0.04009552870124145,0.04009552870124145,0.007816743808603742,0.0,0.0,0.0
Delta_4000,Biomass Import Potential,BioEnergy Imports 2050,0.3104640566835877,0.3104640566835877,0.012616321922937802,0.0,0.0,1.0
Delta_4000,Biomass Import Price,BioEnergy Imports 2050,0.23827952475137934,0.23827952475137934,0.011835553257760239,0.0,0.0,0.7330142954474286
Delta_4000,Ammonia Import Potential,BioEnergy Imports 2050,0.0633434956346422,0.0633434956346422,0.008111525089836192,0.0,0.0,0.08598621706043659
Delta_4000,Ammonia Import Price,BioEnergy Imports 2050,0.08204592726319555,0.08204592726319555,0.009131797897868145,0.0,0.0,0.15516006568890764
Delta_4000,CCS potential,BioEnergy Imports 2050,0.0867098792977523,0.0867098792977523,0.010162515179501659,0.0,0.0,0.17241041679065006
Delta_4000,Flexibility Costs,BioEnergy Imports 2050,0.04731935930308225,0.04731935930308225,0.006935763922818993,0.0,0.0,0.026718459636368926
Delta_4000,LNG Import Price,BioEnergy Imports 2050,0.0627703408721397,0.0627703408721397,0.00804440977566852,0.0,0.0,0.08386631513701479
Delta_4000,Electricity Trade Price,BioEnergy Imports 2050,0.053662888973765775,0.053662888973765775,0.007021170843597522,0.0,0.0,0.05018098953222176
Delta_4000,Weather Conditions,BioEnergy Imports 2050,0.0637820750767687,0.0637820750767687,0.007514722036595848,0.0,0.0,0.08760837125641288
Delta_4000,Electricity Trade Ratio,BioEnergy Imports 2050,0.04905205996212733,0.04905205996212733,0.007232774787279869,0.0,0.0,0.033127122182914345
Delta_4000,Electricity Trade Volume,BioEnergy Imports 2050,0.05261044578518134,0.05261044578518134,0.007619357543228434,0.0,0.0,0.04628836491189926
Delta_4000,WACC,BioEnergy Imports 2050,0.058256039793494654,0.058256039793494654,0.009649290565268757,0.0,0.0,0.06716947134260759
Delta_4000,Bunker Emission Reduction,BioEnergy Imports 2050,0.08239697981787712,0.08239697981787712,0.010484839698297459,0.0,0.0,0.15645848809517413
Delta_4000,End-of-Life Emission Reduction,BioEnergy Imports 2050,0.055671814864904856,0.055671814864904856,0.007649633229226192,0.0,0.0,0.05761131400870911
Delta_4000,CO2 Cap,Electricity capacity_Carrier_share 2050 Biomass,0.13053292581867132,0.13053292581867132,0.006722987698269709,0.0,0.0,0.23584520369659837
Delta_4000,Buildings demand,Electricity capacity_Carrier_share 2050 Biomass,0.12269610496800439,0.12269610496800439,0.0048852874545284785,0.0,0.0,0.13783670466867232
Delta_4000,Steel Production,Electricity capacity_Carrier_share 2050 Biomass,0.13064524888602425,0.13064524888602425,0.0044374934467355165,0.0,0.0,0.23724993342658016
Delta_4000,Chemical Production,Electricity capacity_Carrier_share 2050 Biomass,0.15924818293859552,0.15924818293859552,0.03262554828953639,0.0,0.0,0.5949626702245248
Delta_4000,Passenger Cars,Electricity capacity_Carrier_share 2050 Biomass,0.11167459589635863,0.11167459589635863,0.004791289176884511,0.0,0.0,0.0
Delta_4000,Bunker aviation,Electricity capacity_Carrier_share 2050 Biomass,0.12704919485039792,0.12704919485039792,0.008887804034326647,0.0,0.0,0.1922771230011564
Delta_4000,Bunker navigation,Electricity capacity_Carrier_share 2050 Biomass,0.11702596496321986,0.11702596496321986,0.007767938385493342,0.0,0.0,0.06692505289857535
Delta_4000,Agriculture neGHG CH4,Electricity capacity_Carrier_share 2050 Biomass,0.1346611015803525,0.1346611015803525,0.0042228850295618885,0.0,0.0,0.2874728110944892
Delta_4000,Agriculture neGHG N2O,Electricity capacity_Carrier_share 2050 Biomass,0.1265568017848644,0.1265568017848644,0.006786293260331987,0.0,0.0,0.18611917882911455
Delta_4000,Wind offshore Costs,Electricity capacity_Carrier_share 2050 Biomass,0.13428623217040536,0.13428623217040536,0.003798528533498338,0.0,0.0,0.28278463601680115
Delta_4000,Wind offshore Potential,Electricity capacity_Carrier_share 2050 Biomass,0.12861025356042527,0.12861025356042527,0.006216002837555206,0.0,0.0,0.21179996574308668
Delta_4000,Solar PV Costs,Electricity capacity_Carrier_share 2050 Biomass,0.12540392995091187,0.12540392995091187,0.004184182737125463,0.0,0.0,0.171701184572216
Delta_4000,Solar PV Potential,Electricity capacity_Carrier_share 2050 Biomass,0.1351833879398751,0.1351833879398751,0.005809843262621506,0.0,0.0,0.29400460544515566
Delta_4000,Nuclear Costs,Electricity capacity_Carrier_share 2050 Biomass,0.12870097988363394,0.12870097988363394,0.007013295883172381,0.0,0.0,0.2129346032356928
Delta_4000,Nuclear Potential,Electricity capacity_Carrier_share 2050 Biomass,0.12823497400214326,0.12823497400214326,0.0053165810384204586,0.0,0.0,0.2071066612866051
Delta_4000,Hydrogen Import Potential,Electricity capacity_Carrier_share 2050 Biomass,0.1330598031919109,0.1330598031919109,0.004723524341563969,0.0,0.0,0.267446724682977
Delta_4000,Hydrogen Import Price,Electricity capacity_Carrier_share 2050 Biomass,0.1355702432658341,0.1355702432658341,0.006910781627636053,0.0,0.0,0.2988426782505298
Delta_4000,Biomass Import Potential,Electricity capacity_Carrier_share 2050 Biomass,0.1916352210298376,0.1916352210298376,0.01986425743025218,0.0,0.0,1.0
Delta_4000,Biomass Import Price,Electricity capacity_Carrier_share 2050 Biomass,0.12217203992469355,0.12217203992469355,0.011891774187632514,0.0,0.0,0.13128266582222753
Delta_4000,Ammonia Import Potential,Electricity capacity_Carrier_share 2050 Biomass,0.12008864828945134,0.12008864828945134,0.007728962538244348,0.0,0.0,0.10522744637184946
Delta_4000,Ammonia Import Price,Electricity capacity_Carrier_share 2050 Biomass,0.12079478304826621,0.12079478304826621,0.0067052875143231985,0.0,0.0,0.11405847736536798
Delta_4000,CCS potential,Electricity capacity_Carrier_share 2050 Biomass,0.13554605686846052,0.13554605686846052,0.04243950245124632,0.0,0.0,0.2985401994075591
Delta_4000,Flexibility Costs,Electricity capacity_Carrier_share 2050 Biomass,0.12285383285757075,0.12285383285757075,0.006664496533055208,0.0,0.0,0.13980927415900665
Delta_4000,LNG Import Price,Electricity capacity_Carrier_share 2050 Biomass,0.12716944087893142,0.12716944087893142,0.010419967633402428,0.0,0.0,0.19378093851451403
Delta_4000,Electricity Trade Price,Electricity capacity_Carrier_share 2050 Biomass,0.12898697560014516,0.12898697560014516,0.007244273806302465,0.0,0.0,0.21651131009652344
Delta_4000,Weather Conditions,Electricity capacity_Carrier_share 2050 Biomass,0.12389000974034879,0.12389000974034879,0.008382812665156343,0.0,0.0,0.1527678632276682
Delta_4000,Electricity Trade Ratio,Electricity capacity_Carrier_share 2050 Biomass,0.1290231966401178,0.1290231966401178,0.005093992673905896,0.0,0.0,0.21696429604944933
Delta_4000,Electricity Trade Volume,Electricity capacity_Carrier_share 2050 Biomass,0.1271709844139723,0.1271709844139723,0.006388860291513018,0.0,0.0,0.1938002422035271
Delta_4000,WACC,Electricity capacity_Carrier_share 2050 Biomass,0.1356419305639489,0.1356419305639489,0.005326932627683781,0.0,0.0,0.2997392107375524
Delta_4000,Bunker Emission Reduction,Electricity capacity_Carrier_share 2050 Biomass,0.12954143789879413,0.12954143789879413,0.011396728419991063,0.0,0.0,0.22344550174051575
Delta_4000,End-of-Life Emission Reduction,Electricity capacity_Carrier_share 2050 Biomass,0.1286658380977055,0.1286658380977055,0.0036081760866401935,0.0,0.0,0.2124951146015083
Delta_4000,CO2 Cap,Electricity capacity_Carrier_share 2050 Solar PV,0.050611576624734186,0.050611576624734186,0.007949060260505557,0.0,0.0,0.0
Delta_4000,Buildings demand,Electricity capacity_Carrier_share 2050 Solar PV,0.0863348897760028,0.0863348897760028,0.010174422971515636,0.0,0.0,0.31317078071644344
Delta_4000,Steel Production,Electricity capacity_Carrier_share 2050 Solar PV,0.07720278660661006,0.07720278660661006,0.007554591962416837,0.0,0.0,0.23311359601379025
Delta_4000,Chemical Production,Electricity capacity_Carrier_share 2050 Solar PV,0.0872924041670967,0.0872924041670967,0.008779756193629118,0.0,0.0,0.32156489377466796
Delta_4000,Passenger Cars,Electricity capacity_Carrier_share 2050 Solar PV,0.07441032682999756,0.07441032682999756,0.007187703316598642,0.0,0.0,0.20863331321756962
Delta_4000,Bunker aviation,Electricity capacity_Carrier_share 2050 Solar PV,0.06750438265226313,0.06750438265226313,0.007453763653557008,0.0,0.0,0.1480918981319293
Delta_4000,Bunker navigation,Electricity capacity_Carrier_share 2050 Solar PV,0.0593414039233361,0.0593414039233361,0.007734490361563021,0.0,0.0,0.0765306067510089
Delta_4000,Agriculture neGHG CH4,Electricity capacity_Carrier_share 2050 Solar PV,0.060265236151681965,0.060265236151681965,0.007968229772492954,0.0,0.0,0.08462944290814207
Delta_4000,Agriculture neGHG N2O,Electricity capacity_Carrier_share 2050 Solar PV,0.07655851069050715,0.07655851069050715,0.009044176084271377,0.0,0.0,0.22746550870485635
Delta_4000,Wind offshore Costs,Electricity capacity_Carrier_share 2050 Solar PV,0.11018450351000604,0.11018450351000604,0.010510473162678939,0.0,0.0,0.5222499924131941
Delta_4000,Wind offshore Potential,Electricity capacity_Carrier_share 2050 Solar PV,0.10997961716613729,0.10997961716613729,0.011109394291140216,0.0,0.0,0.5204538427672804
Delta_4000,Solar PV Costs,Electricity capacity_Carrier_share 2050 Solar PV,0.07943917292934273,0.07943917292934273,0.008673771515236359,0.0,0.0,0.2527190242031656
Delta_4000,Solar PV Potential,Electricity capacity_Carrier_share 2050 Solar PV,0.16468132818183695,0.16468132818183695,0.011574445488506446,0.0,0.0,1.0
Delta_4000,Nuclear Costs,Electricity capacity_Carrier_share 2050 Solar PV,0.06790981929169407,0.06790981929169407,0.008846877579219476,0.0,0.0,0.15164618517031192
Delta_4000,Nuclear Potential,Electricity capacity_Carrier_share 2050 Solar PV,0.05843100597338597,0.05843100597338597,0.00728598130600971,0.0,0.0,0.06854954308143132
Delta_4000,Hydrogen Import Potential,Electricity capacity_Carrier_share 2050 Solar PV,0.08224648015416886,0.08224648015416886,0.008250844940665091,0.0,0.0,0.27732946813334985
Delta_4000,Hydrogen Import Price,Electricity capacity_Carrier_share 2050 Solar PV,0.08403014287569625,0.08403014287569625,0.008586244646520823,0.0,0.0,0.2929660650153419
Delta_4000,Biomass Import Potential,Electricity capacity_Carrier_share 2050 Solar PV,0.07051975902130903,0.07051975902130903,0.008192807460199219,0.0,0.0,0.17452639393721217
Delta_4000,Biomass Import Price,Electricity capacity_Carrier_share 2050 Solar PV,0.06998066768664557,0.06998066768664557,0.00921720574027033,0.0,0.0,0.16980041419845918
Delta_4000,Ammonia Import Potential,Electricity capacity_Carrier_share 2050 Solar PV,0.07462133792254053,0.07462133792254053,0.008005955214442018,0.0,0.0,0.210483155876667
Delta_4000,Ammonia Import Price,Electricity capacity_Carrier_share 2050 Solar PV,0.07307648305195605,0.07307648305195605,0.010237891418113383,0.0,0.0,0.19694008376949992
Delta_4000,CCS potential,Electricity capacity_Carrier_share 2050 Solar PV,0.08186359131779969,0.08186359131779969,0.0079141914339796,0.0,0.0,0.2739728478975506
Delta_4000,Flexibility Costs,Electricity capacity_Carrier_share 2050 Solar PV,0.05929965887625855,0.05929965887625855,0.00768282275184811,0.0,0.0,0.0761646460426904
Delta_4000,LNG Import Price,Electricity capacity_Carrier_share 2050 Solar PV,0.06466813841371001,0.06466813841371001,0.00814658388242132,0.0,0.0,0.12322777596249236
Delta_4000,Electricity Trade Price,Electricity capacity_Carrier_share 2050 Solar PV,0.09329692045128017,0.09329692045128017,0.009294740544553936,0.0,0.0,0.3742038817817352
Delta_4000,Weather Conditions,Electricity capacity_Carrier_share 2050 Solar PV,0.1297893599893879,0.1297893599893879,0.012142026004975466,0.0,0.0,0.6941172596927916
Delta_4000,Electricity Trade Ratio,Electricity capacity_Carrier_share 2050 Solar PV,0.10816880392160334,0.10816880392160334,0.011054331682044567,0.0,0.0,0.5045792290347567
Delta_4000,Electricity Trade Volume,Electricity capacity_Carrier_share 2050 Solar PV,0.06728501707488407,0.06728501707488407,0.009496284570343523,0.0,0.0,0.1461688153305326
Delta_4000,WACC,Electricity capacity_Carrier_share 2050 Solar PV,0.11981583896803233,0.11981583896803233,0.010253629185154446,0.0,0.0,0.606683729898849
Delta_4000,Bunker Emission Reduction,Electricity capacity_Carrier_share 2050 Solar PV,0.08540791546416142,0.08540791546416142,0.007761140100476659,0.0,0.0,0.30504439927712435
Delta_4000,End-of-Life Emission Reduction,Electricity capacity_Carrier_share 2050 Solar PV,0.07423444267556734,0.07423444267556734,0.00803355175121167,0.0,0.0,0.20709141317808216
Delta_4000,CO2 Cap,Electricity capacity_Carrier_sum 2050 Biomass,0.11290273153066605,0.11290273153066605,0.008011146371311333,0.0,0.0,0.015502019662576904
Delta_4000,Buildings demand,Electricity capacity_Carrier_sum 2050 Biomass,0.12024400641509579,0.12024400641509579,0.004860327320742094,0.0,0.0,0.1622544736430475
Delta_4000,Steel Production,Electricity capacity_Carrier_sum 2050 Biomass,0.12890840930313183,0.12890840930313183,0.004880211119074665,0.0,0.0,0.335456322928321
Delta_4000,Chemical Production,Electricity capacity_Carrier_sum 2050 Biomass,0.13339752284348852,0.13339752284348852,0.07465546929480922,0.0,0.0,0.4251939282646285
Delta_4000,Passenger Cars,Electricity capacity_Carrier_sum 2050 Biomass,0.130102295602366,0.130102295602366,0.0045528335034578475,0.0,0.0,0.3593221700658358
Delta_4000,Bunker aviation,Electricity capacity_Carrier_sum 2050 Biomass,0.11212724475330724,0.11212724475330724,0.0076395128486413345,0.0,0.0,0.0
Delta_4000,Bunker navigation,Electricity capacity_Carrier_sum 2050 Biomass,0.11611084842574769,0.11611084842574769,0.008105583523746145,0.0,0.0,0.07963243766503668
Delta_4000,Agriculture neGHG CH4,Electricity capacity_Carrier_sum 2050 Biomass,0.1295045144616466,0.1295045144616466,0.003991068947097727,0.0,0.0,0.34737249501281786
Delta_4000,Agriculture neGHG N2O,Electricity capacity_Carrier_sum 2050 Biomass,0.12729760905813733,0.12729760905813733,0.006220716291187695,0.0,0.0,0.3032563450570868
Delta_4000,Wind offshore Costs,Electricity capacity_Carrier_sum 2050 Biomass,0.12859893008163062,0.12859893008163062,0.004121730623196043,0.0,0.0,0.32926981773320924
Delta_4000,Wind offshore Potential,Electricity capacity_Carrier_sum 2050 Biomass,0.1253018363386321,0.1253018363386321,0.005603619348162488,0.0,0.0,0.26336074806808757
Delta_4000,Solar PV Costs,Electricity capacity_Carrier_sum 2050 Biomass,0.12684355408547748,0.12684355408547748,0.004096332371653888,0.0,0.0,0.2941797633285926
Delta_4000,Solar PV Potential,Electricity capacity_Carrier_sum 2050 Biomass,0.13009701211526012,0.13009701211526012,0.005336328686495536,0.0,0.0,0.3592165528929921
Delta_4000,Nuclear Costs,Electricity capacity_Carrier_sum 2050 Biomass,0.12873820676992026,0.12873820676992026,0.00758951400923863,0.0,0.0,0.33205396573346024
