Parameter,Outcome,mu,mu_star,mu_star_conf,sigma,mu_star_norm,sigma_norm
Hydrogen Import Price,CO2 Price 2050,59.15738445000005,61.82111700000004,62.76909707815178,120.28716791388607,0.013585459285649821,0.009406360396420049
Biomass Import Potential,CO2 Price 2050,-4550.535664650001,4550.535664650001,5153.609288722537,12787.854477664492,1.0,1.0
Biomass Import Price,CO2 Price 2050,186.534482325,186.534482325,77.5459750968289,206.43111297247597,0.0409917636233595,0.016142748053086815
Ammonia Import Potential,CO2 Price 2050,-248.91354704999998,287.56163234999997,297.0045405418537,760.0216876823068,0.06319291915100668,0.059433088561476444
Ammonia Import Price,CO2 Price 2050,31.83120389999999,36.9350916,25.585748556509596,66.08610512731879,0.008116646988820121,0.005167880604423989
CCS potential,CO2 Price 2050,-353.11523917500006,353.11523917500006,192.64396126396161,445.06194867590625,0.07759860930617703,0.03480348868946388
Flexibility Costs,CO2 Price 2050,13.394876700000092,37.44974220000004,26.87977653184276,72.54127931151952,0.00822974369609307,0.005672670066602766
LNG Import Price,CO2 Price 2050,-99.8414589750002,99.8414589750002,52.931273357006944,132.8683121601083,0.02194059476351327,0.0103901958215257
Electricity Trade Price,CO2 Price 2050,64.2958515,68.38220114999999,58.736816356273955,135.8137585056456,0.015027286058038073,0.010620527371722949
Weather Conditions,CO2 Price 2050,1526.5531328249997,1548.055690275,2492.9961699454766,6339.712852200211,0.340191969552241,0.4957604782939369
Electricity Trade Ratio,CO2 Price 2050,90.24196694999998,91.20720404999997,83.26573843199431,181.411809898678,0.020043179698277357,0.014186258548338604
Electricity Trade Volume,CO2 Price 2050,-1246.7111673000002,1411.0304004,2353.656989004122,5831.957307793935,0.3100800662571068,0.4560544005235704
WACC,CO2 Price 2050,177.91308314999998,177.91308314999998,58.87279547051089,119.25219081914952,0.03909717366508849,0.009325426014773444
Bunker Emission Reduction,CO2 Price 2050,666.3706871250001,666.3706871250001,393.9873687056767,950.983911520245,0.14643785616308386,0.07436618184709964
End-of-Life Emission Reduction,CO2 Price 2050,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,DR Flexibility Capacity 2050,0.0195358499999994,3.277032300000003,1.5384568119468602,4.811895513482005,0.24991057844178868,0.2980383577303214
Buildings demand,DR Flexibility Capacity 2050,12.844576874999998,12.978408675,1.928431684268226,5.4628389684297805,0.9897496644214265,0.3383563816243084
Steel Production,DR Flexibility Capacity 2050,0.6310356750000021,0.9717138749999993,0.5873822209498595,1.5432365550172233,0.07410411443950722,0.09558472064866295
Chemical Production,DR Flexibility Capacity 2050,5.472836024999998,5.9423298749999995,4.0453240450979635,9.493915070281801,0.4531695022820405,0.5880324807656525
Passenger Cars,DR Flexibility Capacity 2050,0.34744732500000025,0.4306805249999989,0.3817282466675885,0.9032711184191966,0.032844235049609635,0.05594665136942707
Bunker aviation,DR Flexibility Capacity 2050,1.1746436250000005,1.2012576749999997,1.424528756440629,3.4566690696999745,0.0916094114839478,0.21409857505511085
Bunker navigation,DR Flexibility Capacity 2050,5.098206300000006,5.098206300000006,3.7798785790223848,9.034486974049551,0.3887955835676602,0.5595765022614261
Agriculture neGHG CH4,DR Flexibility Capacity 2050,1.4970296250000015,3.168408525000002,1.8041710508106035,5.116768531676934,0.24162679361526107,0.31692153036042525
Agriculture neGHG N2O,DR Flexibility Capacity 2050,0.6750220499999987,1.5193278000000046,1.034672304844009,2.9696686088697923,0.11586583670252229,0.18393482416877732
Wind offshore Costs,DR Flexibility Capacity 2050,-2.8405392750000003,3.518091375,2.1451301911132017,5.191840362654492,0.2682940447481451,0.3215713165317316
Wind offshore Potential,DR Flexibility Capacity 2050,4.990426650000001,4.990426650000001,3.8437904440796906,8.523551350208415,0.3805761727685189,0.527930259360084
Solar PV Costs,DR Flexibility Capacity 2050,0.10141319999999894,0.12002340000000018,0.14653404266870418,0.33969788683198693,0.009153134474918114,0.0210401493615567
Solar PV Potential,DR Flexibility Capacity 2050,-0.8886812999999993,1.435379999999998,2.1915367518195445,4.9569696510183725,0.10946387256658223,0.30702393474032463
Nuclear Costs,DR Flexibility Capacity 2050,0.9729267000000004,1.9157019000000024,2.2261461732148593,4.942539605030011,0.14609382090955705,0.30613016903067974
Nuclear Potential,DR Flexibility Capacity 2050,-0.2156592000000021,0.44834264999999895,0.564350473145859,1.411871719316849,0.03419117077412513,0.08744826802080406
Hydrogen Import Potential,DR Flexibility Capacity 2050,-1.7535982499999978,1.7537224499999975,1.6737746380002791,4.165607011450896,0.1337410656299756,0.2580086515104626
Hydrogen Import Price,DR Flexibility Capacity 2050,2.4739107000000016,2.47401525,2.1271359541679233,4.771783136779047,0.1886714946939357,0.29555388423256695
Biomass Import Potential,DR Flexibility Capacity 2050,-5.116364025000002,5.116364025000002,3.3781567438627778,7.731380212859018,0.3901803143675171,0.4788648995334885
Biomass Import Price,DR Flexibility Capacity 2050,5.3743292249999985,5.713655924999999,3.622457371573291,9.184156513133022,0.43573054108563464,0.5688467084630592
Ammonia Import Potential,DR Flexibility Capacity 2050,-5.461298625,5.461298625,4.760203576689091,12.373970249260116,0.41648545802160514,0.7664168437075379
Ammonia Import Price,DR Flexibility Capacity 2050,5.566620149999998,5.566620149999998,4.561592616417829,11.572187080384097,0.42451740913637465,0.7167561355233939
CCS potential,DR Flexibility Capacity 2050,-6.7400737500000005,11.023745400000001,4.8434345537441965,13.469706032761751,0.8406846003650941,0.8342843384414083
Flexibility Costs,DR Flexibility Capacity 2050,0.21362490000000206,0.5685204000000006,0.38552875936697084,1.0930150108121583,0.04335607617293156,0.06769897598240178
LNG Import Price,DR Flexibility Capacity 2050,0.9437348999999984,1.0631622000000007,1.038899667408954,2.5474088627640743,0.0810780779852077,0.15778097254993723
Electricity Trade Price,DR Flexibility Capacity 2050,-0.27017219999999753,1.3145493000000037,0.851382356029608,2.476205252705873,0.10024917238479739,0.15337077558145398
Weather Conditions,DR Flexibility Capacity 2050,11.769193724999997,13.112819475000004,6.18060533742338,16.145222212759695,1.0,1.0
Electricity Trade Ratio,DR Flexibility Capacity 2050,2.094864225000001,2.4954180750000017,1.2359484245356995,3.06310985762503,0.19030370087513165,0.18972237218291307
Electricity Trade Volume,DR Flexibility Capacity 2050,-0.04440885000000101,2.6218310999999996,1.9222379997095733,5.344543605582957,0.1999441161375402,0.3310294237609887
WACC,DR Flexibility Capacity 2050,-7.0379898,7.039143749999999,5.412730423700778,11.519393262410537,0.5368138990565946,0.7134862010946291
Bunker Emission Reduction,DR Flexibility Capacity 2050,2.4042651750000004,3.1073225250000007,1.872893948418824,5.338387141323068,0.23696829891727003,0.3306481057352124
End-of-Life Emission Reduction,DR Flexibility Capacity 2050,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,Daily Flexibility Capacity 2050,-1.309863300000001,4.17108645,1.4549988638647393,5.330767837686119,0.29858584325155474,0.2935528096689282
Buildings demand,Daily Flexibility Capacity 2050,13.785083400000001,13.785083400000001,2.072107797546704,4.9473385971295425,0.9868006335092887,0.27243826589178577
Steel Production,Daily Flexibility Capacity 2050,0.9998169750000002,1.3087454250000021,0.557846932689813,1.6521122479256223,0.09368610816619255,0.0909779242004145
Chemical Production,Daily Flexibility Capacity 2050,6.846841424999998,8.697140625,5.25338496547628,12.624390329173679,0.6225819336333772,0.6951953947960295
Passenger Cars,Daily Flexibility Capacity 2050,0.34519004999999725,0.5772418500000007,0.37375490490706914,0.9130644293853619,0.04132166681473066,0.05028030422933825
Bunker aviation,Daily Flexibility Capacity 2050,1.3092995249999984,1.4547411749999983,1.3278938523267674,3.4437521235974256,0.10413716561787688,0.18963930571851073
Bunker navigation,Daily Flexibility Capacity 2050,6.971288924999996,6.971288924999996,4.4977893714955455,10.467732082641882,0.4990374107976948,0.5764333126641853
Agriculture neGHG CH4,Daily Flexibility Capacity 2050,1.9879487999999987,3.562432799999999,1.6039649379867245,5.028192795028191,0.2550155731284345,0.2768907158369663
Agriculture neGHG N2O,Daily Flexibility Capacity 2050,1.0878946500000013,2.00494215,1.2990349158765968,3.2970935216859005,0.14352312034394188,0.18156316247533918
Wind offshore Costs,Daily Flexibility Capacity 2050,-0.5847371250000005,4.0890059249999995,1.7329612231180362,6.0354164072763234,0.2927101360310402,0.33235614414732145
Wind offshore Potential,Daily Flexibility Capacity 2050,3.7949590499999983,7.8527544,4.810590865891219,12.746635202136748,0.5621368251361362,0.701927131577406
Solar PV Costs,Daily Flexibility Capacity 2050,-0.657747825000001,0.879482475,0.7639497232914088,2.0995872150822854,0.06295746193964391,0.11561931505910308
Solar PV Potential,Daily Flexibility Capacity 2050,1.194661575000002,3.3299435250000022,1.6795458619532793,5.208968566022334,0.23837290531155989,0.28684561109994067
Nuclear Costs,Daily Flexibility Capacity 2050,1.4140685999999978,2.385757349999998,1.7730202845737755,4.6095477719100195,0.17078365041878815,0.25383692198733654
Nuclear Potential,Daily Flexibility Capacity 2050,-0.7471469249999985,1.1165891250000002,1.236685742879001,3.1908567117690962,0.07993066301793883,0.17571295196328685
Hydrogen Import Potential,Daily Flexibility Capacity 2050,-0.3819750750000022,4.209438225000001,3.781818756044336,10.076791761302285,0.3013312423737833,0.55490515138678
Hydrogen Import Price,Daily Flexibility Capacity 2050,2.876505224999996,2.905929524999996,2.0995616112554885,4.931879092169271,0.20802000343380891,0.27158694742222206
Biomass Import Potential,Daily Flexibility Capacity 2050,-4.007022975000001,9.785751375,5.349039423335471,14.716163094263983,0.7005097739353824,0.8103843865281729
Biomass Import Price,Daily Flexibility Capacity 2050,6.633158850000001,6.803895300000002,4.369844345219999,10.003829398271227,0.48705459354499614,0.5508872861711099
Ammonia Import Potential,Daily Flexibility Capacity 2050,-6.562275450000001,6.562275450000001,5.807411165892145,13.237741374710026,0.4697583165381831,0.7289711899934289
Ammonia Import Price,Daily Flexibility Capacity 2050,7.293266174999999,7.293266174999999,6.014537246313712,14.406696613582637,0.5220860456921042,0.7933427974609971
CCS potential,Daily Flexibility Capacity 2050,-9.291743550000001,12.787798949999999,4.508657681218586,13.902155013238815,0.9154103561716148,0.7655588817314997
Flexibility Costs,Daily Flexibility Capacity 2050,-3.8779739250000027,3.900109425000003,0.8878281774491862,2.3689450515925974,0.2791880425870728,0.13045221570710194
LNG Import Price,Daily Flexibility Capacity 2050,1.3108685999999985,1.3937726999999989,1.0306472786517904,2.6502304914103623,0.09977275751033546,0.14594194133231442
Electricity Trade Price,Daily Flexibility Capacity 2050,1.6486874250000003,2.8247960250000017,0.9752342271069009,3.6559030520835147,0.20221208868453577,0.20132195689132856
Weather Conditions,Daily Flexibility Capacity 2050,7.960390425000003,13.969471575,6.092904351828747,18.15948497886364,1.0,1.0
Electricity Trade Ratio,Daily Flexibility Capacity 2050,6.374168849999999,6.7812445499999985,2.6678222429923677,6.341077954753742,0.4854331471017005,0.3491882045187024
Electricity Trade Volume,Daily Flexibility Capacity 2050,4.926233849999996,6.971937299999996,4.393176937859426,12.12338801293299,0.4990838245075133,0.6676063790930061
WACC,Daily Flexibility Capacity 2050,-7.449576225000003,7.763708325000003,4.457719010724084,11.38856693438908,0.5557624913238712,0.6271415157227515
Bunker Emission Reduction,Daily Flexibility Capacity 2050,2.7272658750000014,3.4424451749999974,2.0291149716982333,5.309226845796519,0.24642629869841712,0.29236659806024695
End-of-Life Emission Reduction,Daily Flexibility Capacity 2050,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,Electricity capacity_Carrier_share 2050 Biomass,-0.0028799999999999997,0.0046949999999999995,0.004974642258607155,0.01162502292018114,0.5834109972041005,0.7296167107004451
Buildings demand,Electricity capacity_Carrier_share 2050 Biomass,0.0010949999999999998,0.00135,0.0022689840081482567,0.005517601023328127,0.16775396085740912,0.3462990083752324
Steel Production,Electricity capacity_Carrier_share 2050 Biomass,0.0006225000000000001,0.0010875,0.001381801430397856,0.0032549345130448524,0.13513513513513511,0.20428816607581668
Chemical Production,Electricity capacity_Carrier_share 2050 Biomass,-0.0008249999999999996,0.006015,0.006433475371652571,0.015149218322721267,0.7474370922646785,0.9508043913718646
Passenger Cars,Electricity capacity_Carrier_share 2050 Biomass,0.0007724999999999997,0.0008474999999999998,0.0010358085050503252,0.0027681209187917755,0.1053122087604846,0.1737344772098289
Bunker aviation,Electricity capacity_Carrier_share 2050 Biomass,-0.0029025,0.0047325,0.0035450851525644584,0.009857957979536926,0.5880708294501397,0.6187111134866359
Bunker navigation,Electricity capacity_Carrier_share 2050 Biomass,0.0047175,0.0047175,0.005817024807206899,0.011747925628763038,0.5862068965517241,0.7373304047367836
Agriculture neGHG CH4,Electricity capacity_Carrier_share 2050 Biomass,0.0,0.0,0.0,0.0,0.0,0.0
Agriculture neGHG N2O,Electricity capacity_Carrier_share 2050 Biomass,8.999999999999987e-05,0.0005399999999999999,0.0006076092391819559,0.0016854329445357098,0.06710158434296364,0.10578216056361538
Wind offshore Costs,Electricity capacity_Carrier_share 2050 Biomass,-0.00051,0.00051,0.0010629971856811297,0.0022807893370497844,0.06337371854613234,0.14314827810016761
Wind offshore Potential,Electricity capacity_Carrier_share 2050 Biomass,-0.000825,0.004005,0.004849167989476362,0.01153296761918905,0.49767008387698036,0.7238390802928707
Solar PV Costs,Electricity capacity_Carrier_share 2050 Biomass,0.0,0.0,0.0,0.0,0.0,0.0
Solar PV Potential,Electricity capacity_Carrier_share 2050 Biomass,-0.0016425000000000003,0.0026625000000000004,0.0019251796576125171,0.005462895776340411,0.33084808946877914,0.3428655646186664
Nuclear Costs,Electricity capacity_Carrier_share 2050 Biomass,0.0014699999999999997,0.00183,0.002581504289968441,0.00525340491090252,0.22739981360671013,0.32971737237749343
Nuclear Potential,Electricity capacity_Carrier_share 2050 Biomass,-0.00011999999999999999,0.00011999999999999999,0.00014922663153751973,0.0003562967420859368,0.014911463187325254,0.022362111350570597
Hydrogen Import Potential,Electricity capacity_Carrier_share 2050 Biomass,-0.00303,0.00303,0.00518434420520407,0.01061102207488441,0.3765144454799627,0.6659753771329632
Hydrogen Import Price,Electricity capacity_Carrier_share 2050 Biomass,0.0037875,0.0037875,0.0038113336600235515,0.008240287344887666,0.47064305684995333,0.5171818919484557
Biomass Import Potential,Electricity capacity_Carrier_share 2050 Biomass,0.005355,0.005910000000000001,0.005310752933093083,0.013717467734703502,0.734389561975769,0.8609439961067967
Biomass Import Price,Electricity capacity_Carrier_share 2050 Biomass,-0.0021149999999999997,0.002295,0.005056489221072556,0.009890414019326199,0.2851817334575955,0.6207481390612094
Ammonia Import Potential,Electricity capacity_Carrier_share 2050 Biomass,-0.003802500000000001,0.0060825,0.00568312875777532,0.013723179344298812,0.7558247903075489,0.861302471598359
Ammonia Import Price,Electricity capacity_Carrier_share 2050 Biomass,0.0001875,0.0001875,0.0003580166873691899,0.000838525491562421,0.023299161230195712,0.05262804341917928
CCS potential,Electricity capacity_Carrier_share 2050 Biomass,-0.0039825,0.0039825,0.005380916792280862,0.011747018378698218,0.4948741845293569,0.737273463360184
Flexibility Costs,Electricity capacity_Carrier_share 2050 Biomass,0.0003749999999999998,0.0004499999999999996,0.0005543522968661998,0.0013261043064476277,0.055917986952469655,0.08322975952471816
LNG Import Price,Electricity capacity_Carrier_share 2050 Biomass,0.004575,0.004739999999999999,0.005804133673350741,0.013525020673201436,0.5890027958993475,0.8488655173836842
Electricity Trade Price,Electricity capacity_Carrier_share 2050 Biomass,0.0006299999999999998,0.0025200000000000005,0.002492722481524207,0.0060912015926338605,0.31314072693383044,0.3822996737938113
Weather Conditions,Electricity capacity_Carrier_share 2050 Biomass,0.0024225,0.0024225,0.0032014411203816614,0.00812573033154883,0.3010251630941286,0.5099919954782433
